69536: ACCT,"Accnt Reqs Of Sec"
73906: HENS,"Prinicples Hlth Sci"
73907: HENS,"Prof Dev Nutrition & Dietetics"
73908: HENS,"Program Planning & Health Educ"
73909: HENS,"Proseminar in Public Health"
73910: HENS,"Public Health Ethics"
73911: HENS,"Public Health and Health Care"
73912: HENS,"Recent Developments in Foods"
73913: HENS,"Res Dlmas Hlt Care"
73914: HENS,"Res Hlth Prom/Dis"
73915: HENS,"Res Med Care Costs"
73916: HENS,"Res Wom Hlt&M Care"
73917: HENS,"Research Seminar"
73918: HENS,"Research Seminar II"
73919: HENS,"Research Seminar III"
73920: HENS,"Sch-Comm Hlth Prob"
73921: HENS,"Sem Publ Hlth Pract"
73922: HENS,"Sem: Lit in Science of Health"
73923: HENS,"Sem: Literature in Philosophy"
73924: HENS,"Sem:Recent Trends in Nutrition"
73925: HENS,"Seminar Nutritional Practice"
73926: HENS,"Sex Info & Health Professional"
73927: HENS,"Sociology of Public Health"
73928: HENS,"Special Topics"
73929: HENS,"Supervs Fieldwrk:Public Health"
73930: HENS,"Thanatological Counseling"
73931: HENS,"Thesis Research"
73932: HENS,"Trauma and Traumatic Grief"
73933: HENS,"Vitamins and Minerals"
73934: HENS,"Wkshop In Sex Educ"
73935: HENS,"Women’s Health:Feminist Pers"
73936: HIND,"Hindi"
73937: HIST,"16 &17c Caribb Soc"
73938: HIST,"17th&18th C. Thought"
73939: HIST,"18c Thought"
73940: HIST,"20c Middle East"
73941: HIST,"20th Century America 1914-1945"
73942: HIST,"20th Century America 1945-Pres"
73943: HIST,"Africa 1750-1945"
73944: HIST,"Africa Since 1800"
73945: HIST,"Africa To 1800"
73946: HIST,"Africa from 1800"
73947: HIST,"Africa to 1800"
73948: HIST,"African Amer Hist From 1865"
73949: HIST,"African Amer Hist through 1865"
73950: HIST,"Afro Asia Fr 1750"
73951: HIST,"Afro-American History"
73952: HIST,"Afro-Asia To 1750"
73953: HIST,"Age Of Absolutism"
73954: HIST,"Am Constit Hist"
73955: HIST,"Am Ideas:1607-1865"
73956: HIST,"Am Revol And Const"
73957: HIST,"Amer Diplomat Hist"
73958: HIST,"Amer Diplomatic History 1898+"
73959: HIST,"Amer Economic Hist"
73960: HIST,"Amer Ideas 1865+"
73961: HIST,"Amer Military History to 1900"
73962: HIST,"Amer Presidency"
73963: HIST,"Amer Relig Exper"
73964: HIST,"Amer Rev & Constit’N"
73965: HIST,"Amer Revolution & Constitution"
73966: HIST,"America 1914-1945"
73967: HIST,"America 1945 -Pres"
73968: HIST,"America since 1865"
73969: HIST,"America to 1877"
73970: HIST,"American Constitutional Hist"
73971: HIST,"American Dreams and Realities"
73972: HIST,"American Economic History"
73973: HIST,"American Environmental History"
73974: HIST,"American Pluralism Since 1877"
73975: HIST,"American Pluralism to 1877"
73976: HIST,"American Popular Culture"
73977: HIST,"Americans at War in 20&21 Cent"
73978: HIST,"AncGreece Death Alex the Great"
73979: HIST,"Ancient"
73980: HIST,"Ancient Egypt"
73981: HIST,"Ancient Explorations"
73982: HIST,"Ancient Greece"
73983: HIST,"Ancient Hist & Culture On-Site"
73984: HIST,"Ancient Jewish His"
73985: HIST,"Ancient Jewish History"
73986: HIST,"Ancient Mediterranean Religion"
73987: HIST,"Ancient Near East"
73988: HIST,"Asia and the United States"
73989: HIST,"Aspcts Of Amer Hist"
73990: HIST,"Br Imper & India Nat"
73991: HIST,"Brit Emp & Comnwlth"
73992: HIST,"Brit Imperlism &Indian Natlism"
73993: HIST,"Britain 1780-Pres"
73994: HIST,"Brooklyn History"
73995: HIST,"Childhood in the Western World"
73996: HIST,"China 2"
73997: HIST,"China To 1644"
73998: HIST,"Cities & Nature in Amer Hist"
73999: HIST,"Civil War and Reconstruction"
74000: HIST,"Cntrl & E. Europe 1"
74001: HIST,"Colloq 20th-C Us His"
74002: HIST,"Colloq Cultrl Hist"
74003: HIST,"Colloq Culturl &Intellect Hist"
74004: HIST,"Colloq Early America"
74005: HIST,"Colloq Early Mod Eur"
74006: HIST,"Colloq Early Modern Europ Hist"
74007: HIST,"Colloq Hist Writng"
74008: HIST,"Colloq Historiogphy"
74009: HIST,"Colloq In Biog"
74010: HIST,"Colloq In Civil War"
74011: HIST,"Colloq In Mid East"
74012: HIST,"Colloq In Religion"
74013: HIST,"Colloq Lat Amer 1"
74014: HIST,"Colloq Politc Hist"
74015: HIST,"Colloq in 20C Amer Hist"
74016: HIST,"Colloq: Mod Europe"
74017: HIST,"Colloquium Environmental Hist"
74018: HIST,"Colloquium Historical Writing"
74019: HIST,"Colloquium In Hist & Biology"
74020: HIST,"Colloquium In Hist of Religion"
74021: HIST,"Colloquium in 19C Amer Hist"
74022: HIST,"Colloquium in Asian History"
74023: HIST,"Colloquium in Economic History"
74024: HIST,"Colloquium in Global History"
74025: HIST,"Colloquium in Medieval History"
74026: HIST,"Colloquium in Political Hist"
74027: HIST,"Colloquium in Public History"
74028: HIST,"Colloquium in Race and Racism"
74029: HIST,"Colloquium in Social History"
74030: HIST,"Colloquium in Women’s History"
74031: HIST,"Colonial Lat Amer"
74032: HIST,"Colonial Latin America"
74033: HIST,"Colonial North America to 1763"
74034: HIST,"Colonial Period"
74035: HIST,"Colonial Period to 1763"
74036: HIST,"Comparative Industrialization"
74037: HIST,"Conserv & Presrv Lib/Archv Mat"
74038: HIST,"Contemp World Hist"
74039: HIST,"Contemporary World History"
74040: HIST,"Death &Afterlife-Ancient World"
74041: HIST,"Devel Capital Soc"
74042: HIST,"Early Modern Europe"
74043: HIST,"Eco Soc Hist Rom Em"
74044: HIST,"Econ & Soc Hist Ww2"
74045: HIST,"Emergence of Modern America"
74046: HIST,"Eng Hist 2"
74047: HIST,"Eng:Revolution toWelfare State"
74048: HIST,"Eng:War of Roses- Glorious Rev"
74049: HIST,"Engl Hist 1"
74050: HIST,"England 1688-Present"
74051: HIST,"English History 1"
74052: HIST,"Environmental Hist Urban USA"
74053: HIST,"Escapism Med Eur"
74054: HIST,"Eur 1815 To 1870"
74055: HIST,"Eur Civ Compared Us"
74056: HIST,"Eur Left From 1789"
74057: HIST,"Europe 1880-1945"
74058: HIST,"Europe In 20 C 2"
74059: HIST,"Europe In 20 Cent 1"
74060: HIST,"Europe Since 1914"
74061: HIST,"Europe Since 1945"
74062: HIST,"Europe: Renaissance-Revolution"
74063: HIST,"Eurp Econ & Soc 1"
74064: HIST,"Factors Eco Hist Us"
74065: HIST,"Far East"
74066: HIST,"France Fr Napoleon"
74067: HIST,"France from 1815"
74068: HIST,"French Revol In Hist"
74069: HIST,"French Revolution"
74070: HIST,"French Revolution & its Legacy"
74071: HIST,"Frontier Am Culture"
74072: HIST,"Frontier in American Culture"
74073: HIST,"Gandhi74074: HIST,"Gender Race & Empire"
74075: HIST,"Gender74076: HIST,"Germany 1870 to Present"
74077: HIST,"Germany 1870-Present"
74078: HIST,"Gild Age & Prog Era"
74079: HIST,"Gilded Age & Progressive Era"
74080: HIST,"Global Environmental History"
74081: HIST,"Gov And Polit Israel"
74082: HIST,"HIS Western Civil I"
74083: HIST,"HIS Western Civil II"
74084: HIST,"Hasidic Movement: Hist & Lit"
74085: HIST,"His Am Pol Parties"
74086: HIST,"Hist Ch74087: HIST,"Hist Of Marxism"
74088: HIST,"Hist Scient Thght"
74089: HIST,"Hist of Sexuality in Americas"
74090: HIST,"Hist of the Modern Caribbean"
74091: HIST,"Historan?s Craft:Theory&Method"
74092: HIST,"History Amer Political Parties"
74093: HIST,"History Of Jazz"
74094: HIST,"History of American Presidency"
74095: HIST,"History of Black Americans"
74096: HIST,"History of Caribbean Societies"
74097: HIST,"History of Feminism"
74098: HIST,"History of Marxism"
74099: HIST,"History of Russia since 1856"
74100: HIST,"History of the Future"
74101: HIST,"Imm Groups Amer Grp"
74102: HIST,"Immigrant Groups in Amer Hist"
74103: HIST,"Immigration & Ethnic"
74104: HIST,"Immigration & Ethnicity"
74105: HIST,"Immigration&Ethnicit"
74106: HIST,"Imperial&Nationalism S&SE Asia"
74107: HIST,"Independent Reading"
74108: HIST,"Independent Research"
74109: HIST,"Independent Study"
74110: HIST,"India & Vietnam"
74111: HIST,"India & Vietnam Freedom Strug"
74112: HIST,"Indian Civilization"
74113: HIST,"Industrial Revolut"
74114: HIST,"Interamer Rel"
74115: HIST,"Internship"
74116: HIST,"Internship in Public History 2"
74117: HIST,"Internship in Public History I"
74118: HIST,"Intl Relatn W. Hemp"
74119: HIST,"Intrnl Relat West Hm"
74120: HIST,"Intrnshp Publ Hist 2"
74121: HIST,"Intro Archiv Managmt"
74122: HIST,"Intro Study Of Hist"
74123: HIST,"Intro to Archival Management"
74124: HIST,"Intro to the Study of History"
74125: HIST,"Introd Study Hist"
74126: HIST,"Islamic Perspectives"
74127: HIST,"Jacksonian Era"
74128: HIST,"Jacksonian Error"
74129: HIST,"Jesus & Chrstn Trdtn"
74130: HIST,"Kabbalah and Messianism"
74131: HIST,"Kings74132: HIST,"L.Amer Ideas & Ider"
74133: HIST,"Land Of Drgon Throne"
74134: HIST,"Land Of Rising Sun"
74135: HIST,"Land Of Rising Sun: Japan"
74136: HIST,"Land of the Dragon Throne"
74137: HIST,"Love74138: HIST,"Magic74139: HIST,"Master’s Essay"
74140: HIST,"Medicine & Health in Amer Hist"
74141: HIST,"Mediev Christianty"
74142: HIST,"Medieval Christianity"
74143: HIST,"Medieval Europe"
74144: HIST,"Medieval Jewish History"
74145: HIST,"Mediteran&Europ Culture to1500"
74146: HIST,"Middle East In 20th Century"
74147: HIST,"MiniCrs:Vet74148: HIST,"Minor Vices in 20th Cent Amer"
74149: HIST,"Mod City In West"
74150: HIST,"Mod Contmp Latin"
74151: HIST,"Modern Caribbean"
74152: HIST,"Modern China"
74153: HIST,"Modern City in Western World"
74154: HIST,"Modern France"
74155: HIST,"Modern India"
74156: HIST,"Modern Italy"
74157: HIST,"Modern Japan"
74158: HIST,"Modern Latin America"
74159: HIST,"Modern South Asia"
74160: HIST,"Modern Turkey"
74161: HIST,"Modern Turkey 1800-present"
74162: HIST,"Mystic74163: HIST,"Mystics74164: HIST,"Myth &Memory Modern World Hist"
74165: HIST,"Mytic74166: HIST,"Narratives Of Turkey"
74167: HIST,"Narratives of Turkey"
74168: HIST,"Natlm-Rev Mod E.Asia"
74169: HIST,"Nazi Germany"
74170: HIST,"New Era & New Deal"
74171: HIST,"Old Reg & Fren Revol"
74172: HIST,"Old Regime & French Revolution"
74173: HIST,"Oral History"
74174: HIST,"Oral History Theory & Practice"
74175: HIST,"Ordeal Of Europe 1880-1945"
74176: HIST,"Origins Of Ww I & II"
74177: HIST,"Ottoman History74178: HIST,"Pagans74179: HIST,"Palestinian-Israeli Conflict"
74180: HIST,"Palestinian/Israeli"
74181: HIST,"People?s China"
74182: HIST,"Pre-Modern China"
74183: HIST,"Prog In Us 1898-Pr"
74184: HIST,"Public And The Past"
74185: HIST,"Rac Conf 1850-1880"
74186: HIST,"Religion in EarlyModern Europe"
74187: HIST,"Religion of India74188: HIST,"Religious Experience America"
74189: HIST,"Research Seminar"
74190: HIST,"Research and Writing Workshop"
74191: HIST,"Revolutionary China"
74192: HIST,"Rome & Medit World"
74193: HIST,"Rome:Julius Caesar-Constantine"
74194: HIST,"Rome:Orig-Death Julius Caesar"
74195: HIST,"Rus Hist To Grt Rfrm"
74196: HIST,"Russ:GreatReform-USSR Collapse"
74197: HIST,"Russia In 20th Cent."
74198: HIST,"Russia from the Era of Reforms"
74199: HIST,"Russorefrm To Pres"
74200: HIST,"S&Se Asia From 19c"
74201: HIST,"Sem Amer From 1877"
74202: HIST,"Sem Amer To 1877"
74203: HIST,"Sem Eur Since 1789"
74204: HIST,"Seminar"
74205: HIST,"Seminar Asia"
74206: HIST,"Sexuality In The Am"
74207: HIST,"Shaping Mod Brit"
74208: HIST,"Shaping of the Islamic World"
74209: HIST,"Shaping of the Modern World"
74210: HIST,"Slavery & Abolit"
74211: HIST,"Slavery in the Atlantic World"
74212: HIST,"Slavery in the New World"
74213: HIST,"Soc Change Africa 1750-1945"
74214: HIST,"Soc Movemnt Lat Amer"
74215: HIST,"Soc Movemnt Latin America"
74216: HIST,"Sov Movemnt Lat Amer"
74217: HIST,"Sov Movemnt Latin America"
74218: HIST,"Soviet Russia"
74219: HIST,"Soviet Union Multiethnc Empire"
74220: HIST,"Spec Top Trans-Comp"
74221: HIST,"Spec Topics"
74222: HIST,"SpecTopic:Ancient74223: HIST,"Special Topic"
74224: HIST,"Special Topic:American History"
74225: HIST,"Special Topic:Transnatl&Compar"
74226: HIST,"Special Topics"
74227: HIST,"Special Topics Comp"
74228: HIST,"Special Topics Latin Amer Hist"
74229: HIST,"Special Topics in History"
74230: HIST,"Special Topics:Asian74231: HIST,"Stalinism"
74232: HIST,"State & Soc In 20c"
74233: HIST,"Terror & Terrorism"
74234: HIST,"Terrorism in Modern Europe"
74235: HIST,"The Atlantic World 1492-1713"
74236: HIST,"The Caribbean"
74237: HIST,"The Colonial Period"
74238: HIST,"The Enlightenment"
74239: HIST,"The European Renaissance"
74240: HIST,"The Hellenistic World"
74241: HIST,"The History of Childhood"
74242: HIST,"The History of Christianity"
74243: HIST,"The History of New York City"
74244: HIST,"The History of the Holocaust"
74245: HIST,"The Home and the World"
74246: HIST,"The Imperial World at War"
74247: HIST,"The Industrial Revolution"
74248: HIST,"The Jews in Modern Europe"
74249: HIST,"The Long Gilded Age74250: HIST,"The Ottoman Empire"
74251: HIST,"The Renaissance"
74252: HIST,"The Revolutionary Generation"
74253: HIST,"The Rise Of Macedon"
74254: HIST,"The Rise of Macedon"
74255: HIST,"The Sephardic Heritage"
74256: HIST,"The Soviet Union and the World"
74257: HIST,"The US and the Vietnam War"
74258: HIST,"Theme in United States History"
74259: HIST,"Themes in European History"
74260: HIST,"Themes in Non-Western History"
74261: HIST,"Themes in World History"
74262: HIST,"Topics Afric Stud."
74263: HIST,"Tudor Stuart Eng"
74264: HIST,"Twentieth-Century America"
74265: HIST,"US Foreign Relation since 1898"
74266: HIST,"United State & The Middle East"
74267: HIST,"Us & Vietnam War"
74268: HIST,"Us Constitution"
74269: HIST,"Us Diplomatic Hist"
74270: HIST,"Us Hist From 1898"
74271: HIST,"Us Social Hist 1"
74272: HIST,"Us Social Hist 2"
74273: HIST,"W Hemis & Inter Amer"
74274: HIST,"War & Peace: Antiquity to 1815"
74275: HIST,"War & Society 1"
74276: HIST,"War & Society 2"
74277: HIST,"War&Peace:To 1815"
74278: HIST,"Western Civilization to 1500"
74279: HIST,"What is Fascism?"
74280: HIST,"Wom Gend &Sex In Europe:To1800"
74281: HIST,"Wom Gend &Sex:Europe from 1800"
74282: HIST,"Wom In Indian Hist"
74283: HIST,"Women  in American History"
74284: HIST,"Women In Mod Europ"
74285: HIST,"Women In U.S. Hist"
74286: HIST,"Women in Europe: to 1800"
74287: HIST,"Women in Indian History"
74288: HIST,"Women in Modern Europe"
74289: HIST,"Wst Hem Intro Am Rel"
74290: HIST,"psychohistory"
74291: HONC,"Critical Analysis Scolar & Res"
74292: HONC,"Intro Scholar Disc H"
74293: HONC,"Knowledge and Society"
74294: HONS,"Sem 1: The Arts in NYC"
74295: HONS,"Sem 2: The Peopling of NYC"
74296: HONS,"Sem 3: Science &Technology NYC"
74297: HONS,"Sem IV: Shaping Future of NYC"
74298: HUMA,"Hum: Arts & Lit 1"
74299: HUMA,"Integrated Study Arts & Lit"
74300: HUMA,"Interdisc Project"
74301: HUMA,"Intr Communicats"
74302: HUMA,"Non West Lit"
74303: HUMA,"Sem:Arts Lit H"
74304: HUMA,"Studies in the Arts of America"
74305: HUMA,"Women’S Studies"
74306: HUSE,"Phil Of Life"
74307: HUSE,"Religion Survey"
74308: INTE,"30’S&60’S On Film"
74309: INTE,"Af Alex:Conf Of Cult"
74310: INTE,"African Diaspora Lit"
74311: INTE,"Ancient Sci & Math"
74312: INTE,"Area St Afric & Asia"
74313: INTE,"Art & Arch Of Egypt"
74314: INTE,"Arts 1350-1750"
74315: INTE,"Biology for Today’s World"
74316: INTE,"Biomed Res Exp 2"
74317: INTE,"Biomed Res Exper 1"
74318: INTE,"Biomed Research Experience I"
74319: INTE,"Biomedical Research Exp II"
74320: INTE,"Bl Pol Trans Context"
74321: INTE,"Carib North America"
74322: INTE,"Chem: Sci Mod Life"
74323: INTE,"Classical Cultures"
74324: INTE,"Classical Jewsh Text"
74325: INTE,"Classical Origins"
74326: INTE,"Classical Origns 1"
74327: INTE,"Classical Origns 2"
74328: INTE,"Cmptg: Nat74329: INTE,"Colloquium"
74330: INTE,"Comm Intrnshp &Sem"
74331: INTE,"Communicat Skills"
74332: INTE,"Core Seminar 1"
74333: INTE,"Core Seminar 2"
74334: INTE,"Cosmology"
74335: INTE,"Critical Analysis H"
74336: INTE,"Cult & Transformatns"
74337: INTE,"Cuny Honors Sem 3"
74338: INTE,"Cuny Honrs Col Sem 2"
74339: INTE,"Cuny Honrs Col Sem 4"
74340: INTE,"Cuny Honrs Col Sem1h"
74341: INTE,"Devlpmnt:The Silk Rd"
74342: INTE,"Electives"
74343: INTE,"Energy Use and Climate Change"
74344: INTE,"Ethn74345: INTE,"Europ Drama 20 C"
74346: INTE,"Europ Novel 19 Cent"
74347: INTE,"Exempt Core 7.1/7.2"
74348: INTE,"Exempt Core 8.1/8.2"
74349: INTE,"Exploring Robotics"
74350: INTE,"Exploring the Earth System"
74351: INTE,"Far East & India"
74352: INTE,"Found Colleg Success"
74353: INTE,"Geology"
74354: INTE,"Hebrew Literature"
74355: INTE,"Hon Sem Soc Inst"
74356: INTE,"Human Interaction"
74357: INTE,"Images Of Man"
74358: INTE,"Imperl To Lat Diaspo"
74359: INTE,"Ind Eur Myth & Legnd"
74360: INTE,"Indep Study 3"
74361: INTE,"Independ Reading 1"
74362: INTE,"Independ Study 1"
74363: INTE,"Independ Study 2"
74364: INTE,"Independent Research"
74365: INTE,"Interdisciplinary Topics"
74366: INTE,"Intro North Eur Lit"
74367: INTE,"Intro Scholar Disc H"
74368: INTE,"Introduction to Art"
74369: INTE,"Islamic Perspectives"
74370: INTE,"Ital Amer Lit & Film"
74371: INTE,"Italians In Americ"
74372: INTE,"Italians in America"
74373: INTE,"Itl-Am Relat"
74374: INTE,"Job & Suffering"
74375: INTE,"Job Eval & Wage Adm"
74376: INTE,"Knowledge and Society"
74377: INTE,"Knowledge74378: INTE,"Labor Problems"
74379: INTE,"Language74380: INTE,"Latin@ Diasporas"
74381: INTE,"Lit Of Renaissance"
74382: INTE,"Lit74383: INTE,"Literature and Film"
74384: INTE,"Man & The Arts"
74385: INTE,"Math Non-Western Civ"
74386: INTE,"Mediev Soc Instits"
74387: INTE,"Medieval Arts"
74388: INTE,"Medival Lit"
74389: INTE,"Mentoring"
74390: INTE,"Minicourse in Special Topics"
74391: INTE,"Mus Lang Hist & Cult"
74392: INTE,"New York Voices"
74393: INTE,"Paradoxe&Limit Knowl"
74394: INTE,"People74395: INTE,"People/Power & Polit"
74396: INTE,"People/Power&Polit"
74397: INTE,"Personal Counseling"
74398: INTE,"Philos India & China"
74399: INTE,"Philos Issues In Lit"
74400: INTE,"Physics: Simple Laws"
74401: INTE,"Poverty & Wealth"
74402: INTE,"Research Project"
74403: INTE,"Sci &Math 1350-1750"
74404: INTE,"Sci/Mod Life:Biol"
74405: INTE,"Scientific Issues"
74406: INTE,"Scientific Revolutions"
74407: INTE,"Select Cla Mod Eurlt"
74408: INTE,"Self: Lit Present"
74409: INTE,"Seminar"
74410: INTE,"Seminar For Adults"
74411: INTE,"Seminar H"
74412: INTE,"Seminar Inner City Health Care"
74413: INTE,"Seminar for Adults"
74414: INTE,"Seminar for Adults 10.310.474415: INTE,"Seminar or Adults"
74416: INTE,"Settings & System"
74417: INTE,"Shaping of the Modern World"
74418: INTE,"Soc Inst 1350-1750"
74419: INTE,"Society and the Ocean"
74420: INTE,"Special Topic-Mini"
74421: INTE,"Special Topics"
74422: INTE,"State & Society"
74423: INTE,"Studies in Forensic Science"
74424: INTE,"Symposium I"
74425: INTE,"Symposium II"
74426: INTE,"Symposium III"
74427: INTE,"Text/Context: Special Topics"
74428: INTE,"The Emergence of the Modern"
74429: INTE,"The Islamic World"
74430: INTE,"The Jewish Diaspora"
74431: INTE,"The Making of the Atomic Bomb"
74432: INTE,"The Sacred and the Self"
74433: INTE,"The Self"
74434: INTE,"The Self and Society"
74435: INTE,"Theis Research"
74436: INTE,"Thinking Mathematically"
74437: INTE,"Torn Btwn Myth & Fct"
74438: INTE,"Tradition & Mythol"
74439: INTE,"W Asia & N Africa"
74440: INTE,"Western Lit Trad"
74441: INTE,"Woman & Society"
74442: INTE,"Workshop"
74443: ITAL,"Adv Gram & Comp"
74444: ITAL,"Adv Lang Skills 2"
74445: ITAL,"Advanced Conversation"
74446: ITAL,"Advanced Language Skills I"
74447: ITAL,"Advanced Language Skills II"
74448: ITAL,"Autobiographical Lit"
74449: ITAL,"Autobiographical Literature"
74450: ITAL,"Basic Conversation Workshop"
74451: ITAL,"Basic Language Skills I"
74452: ITAL,"Basic Language Skills II"
